10	16
20	32
10	15
10	14
20	30
20	31
9	15
10	13
10	12
8	14
18	30
20	28
20	29
19	31
9	13
7	13
7	12
8	12
18	28
17	28
17	29
19	29
9	11
9	10
7	10
7	9
8	9
8	8
18	24
18	25
17	25
17	26
19	26
19	27
6	11
6	10
7	6
7	5
5	9
5	8
15	24
15	25
17	21
17	22
16	26
16	27
6	7
6	6
4	6
4	5
5	5
15	21
14	21
14	22
16	22
16	23
6	4
4	4
4	3
5	3
15	19
14	19
14	20
16	20
3	4
4	2
4	1
2	3
12	19
14	17
14	18
13	20
3	2
1	2
1	1
2	1
12	17
11	17
11	18
13	18
