Ch1,-74.28821501,30.24323213,-38.44311615
Ch2,-71.8343672,35.0853566,-36.84921088
Ch3,-69.00894645,39.74374765,-35.30105317
Ch4,-65.76829772,44.1432766,-33.82078227
T1,-72.26862781,-1.719273466,-48.38678666
T2,-73.53725561,3.561453067,-46.77357332
T3,-74.80588342,8.842179601,-45.16035998
R1,-75.53376566,14.17875268,-43.51251627
R2,-75.38099504,19.58164098,-41.81598754
R3,-75.20221595,24.9840047,-40.11879847
